mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rf__class_weight,param_rf__max_depth,param_rf__max_features,param_rf__min_samples_leaf,param_rf__min_samples_split,param_rf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.9087732791900636,0.10273230920494775,0.07633466720581054,0.01094202359260253,balanced_subsample,,0.5,1,5,300,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': None, 'rf__max_features': 0.5, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 300}",0.9388008698353526,0.8903386144765456,0.8716992854923888,0.9266853059956508,0.8922025473749611,0.9039453246349798,0.024879140672452706,1
2.919651412963867,0.11019549904437446,0.1032334327697754,0.006631896732915642,balanced_subsample,,0.5,1,5,500,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': None, 'rf__max_features': 0.5, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 500}",0.9344516930723827,0.895309102205654,0.8732525629077355,0.9279279279279279,0.8859894377135757,0.9033861447654552,0.02384652679423788,2
1.102933979034424,0.007176312530982382,0.06935529708862305,0.011415138628277246,,,0.5,2,10,300,"{'rf__class_weight': None, 'rf__max_depth': None, 'rf__max_features': 0.5, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 10, 'rf__n_estimators': 300}",0.9279279279279279,0.8937558247903075,0.8847468157812984,0.9266853059956509,0.8828828828828829,0.9031997514756135,0.020027619519856533,3
1.5156607151031494,0.03649807414873707,0.06903548240661621,0.007339437495412855,balanced_subsample,14,0.5,1,5,300,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 14, 'rf__max_features': 0.5, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 300}",0.9369369369369369,0.8890959925442684,0.8720099409754583,0.9276172724448587,0.8900279589934762,0.9031376203789998,0.02481777638706179,4
1.1607460975646973,0.036036463275883515,0.0597597599029541,0.005107424109336746,,14,0.5,2,10,300,"{'rf__class_weight': None, 'rf__max_depth': 14, 'rf__max_features': 0.5, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 10, 'rf__n_estimators': 300}",0.9282385834109971,0.8940664802733768,0.8838148493320906,0.9260639950295122,0.8835041938490215,0.9031376203789996,0.01998401111290985,5
4.593409633636474,0.15178977344750408,0.1460552215576172,0.009162081503018947,balanced_subsample,,0.5,1,5,800,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': None, 'rf__max_features': 0.5, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 800}",0.9310344827586208,0.8946877912395155,0.876359117738428,0.9245107176141658,0.8872320596458526,0.9027648337993165,0.02133459184177113,6
2.625133228302002,0.019349379416409664,0.10304527282714844,0.012080224830965009,balanced_subsample,14,0.5,1,2,500,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 14, 'rf__max_features': 0.5, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 2, 'rf__n_estimators': 500}",0.9346070208139173,0.8906492699596148,0.8808636222429325,0.9276172724448587,0.8800869835352595,0.9027648337993165,0.023546988885603276,6
4.043075227737427,0.2092642532453308,0.14505820274353026,0.010482478004237678,balanced_subsample,14,0.5,1,5,800,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 14, 'rf__max_features': 0.5, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 800}",0.9316557937247593,0.8928238583410998,0.8754271512892202,0.9251320285803044,0.8884746815781298,0.9027027027027026,0.021841886342560887,8
1.5656720638275146,0.06311570458639178,0.06802492141723633,0.01167592073130893,balanced_subsample,14,0.5,1,2,300,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 14, 'rf__max_features': 0.5, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 2, 'rf__n_estimators': 300}",0.9299471885678782,0.8928238583410998,0.8802423112767941,0.9279279279279279,0.8822615719167443,0.9026405716060888,0.021901850483873327,9
1.1227887630462647,0.02412953821099517,0.05559182167053223,0.005187450218435477,,10,0.5,2,2,300,"{'rf__class_weight': None, 'rf__max_depth': 10, 'rf__max_features': 0.5, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 2, 'rf__n_estimators': 300}",0.9232680956818887,0.8956197576887232,0.8831935383659522,0.9276172724448587,0.8816402609506058,0.9022677850264056,0.019581253599548747,10
4.1536039352417,0.14899671109858673,0.15307607650756835,0.011676030665035086,balanced_subsample,,0.5,2,5,800,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': None, 'rf__max_features': 0.5, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 5, 'rf__n_estimators': 800}",0.9304131717924823,0.8884746815781298,0.8766697732214974,0.925753339546443,0.8897173035104069,0.9022056539297919,0.02166442827928927,11
2.5780879497528075,0.13247885029462753,0.10117988586425782,0.005932377357124609,balanced_subsample,14,0.5,1,5,500,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 14, 'rf__max_features': 0.5, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 500}",0.9338303821062441,0.8928238583410998,0.872941907424666,0.9260639950295122,0.8850574712643678,0.902143522833178,0.023697129309729826,12
1.1433797359466553,0.0595787137321662,0.06381015777587891,0.005132652025372596,,10,0.5,1,2,300,"{'rf__class_weight': None, 'rf__max_depth': 10, 'rf__max_features': 0.5, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 2, 'rf__n_estimators': 300}",0.9266853059956509,0.8894066480273377,0.8825722273998136,0.9325877601739672,0.8794656725691208,0.902143522833178,0.02275389718450367,12
2.502071189880371,0.0660055893895547,0.12505779266357422,0.02099882189447765,balanced_subsample,10,0.5,2,5,500,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 10, 'rf__max_features': 0.5, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 5, 'rf__n_estimators': 500}",0.9369369369369369,0.8878533706119913,0.8723205964585274,0.9238894066480273,0.8894066480273377,0.9020813917365642,0.024245779815839735,14
1.0976916790008544,0.08445737442626979,0.06110262870788574,0.009830738219482845,,10,0.5,1,5,300,"{'rf__class_weight': None, 'rf__max_depth': 10, 'rf__max_features': 0.5, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 300}",0.9282385834109972,0.8922025473749612,0.8816402609506058,0.9269959614787201,0.8813296054675366,0.902081391736564,0.02121792868691293,15
4.496436071395874,0.37297985251986804,0.1823877811431885,0.040689116811650584,balanced_subsample,14,0.5,2,5,800,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 14, 'rf__max_features': 0.5, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 5, 'rf__n_estimators': 800}",0.9319664492078286,0.8878533706119912,0.8766697732214974,0.9251320285803044,0.8884746815781299,0.9020192606399503,0.022170966237893892,16
1.1580234527587892,0.023430730360299298,0.06134510040283203,0.00487423520385469,,,0.5,1,10,300,"{'rf__class_weight': None, 'rf__max_depth': None, 'rf__max_features': 0.5, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 10, 'rf__n_estimators': 300}",0.9245107176141659,0.8974836905871388,0.8766697732214973,0.9288598943771358,0.8816402609506058,0.9018328673501088,0.021468968677441466,17
2.832293653488159,0.24841239408059243,0.10907416343688965,0.012058489912331367,balanced_subsample,14,0.5,2,5,500,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 14, 'rf__max_features': 0.5, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 5, 'rf__n_estimators': 500}",0.9328984156570364,0.8906492699596148,0.8710779745262505,0.9235787511649579,0.8909599254426841,0.9018328673501086,0.022922080636019387,18
1.1208990097045899,0.027376795343075664,0.0634300708770752,0.0038886992837099386,,,0.5,2,5,300,"{'rf__class_weight': None, 'rf__max_depth': None, 'rf__max_features': 0.5, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 5, 'rf__n_estimators': 300}",0.9260639950295123,0.890959925442684,0.8838148493320908,0.9254426840633737,0.8822615719167444,0.901708605156881,0.019851444442891695,19
1.4756218433380126,0.04382729739151919,0.06003212928771973,0.005477418880432725,balanced_subsample,10,0.5,2,5,300,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 10, 'rf__max_features': 0.5, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 5, 'rf__n_estimators': 300}",0.938179558869214,0.8884746815781298,0.8679714196955577,0.9260639950295123,0.8878533706119912,0.901708605156881,0.02618632246409895,19
